review_content,sentiment
Excellent coordination with customer care,Positive
good product✌ I am satisfy,Positive
Good for oily skin,Positive
Good experience 😉,Positive
Best budget LED smart TV. Sound quality is also good and loud as well. I'm loving it.,Positive
"I received the washing machine cleaner effervescent but it is not the same as in the pictures. It looks like a very cheap Chinese product. That I am not comfortable using. Very disappointed. I feel deceived, they are showing a different image of the product and sending a different one.",Negative
doesn't work at all. don't buy this piece of junk.,Negative
awesome watch value for money.  only box of watch is missing,Positive
Cute as the name says. Product chanhi soche vanda ramro aayo. Thanks ANX.,Positive
ali kati purano jasto dekheyxa but perfectly work \nprice anusar chai thikai xa,Positive
Got the real product ☺️,Positive
image ko vhanda different goods cha,Negative
Colour is different from the picture. Not very impressed with the quality. Glad they were purchased at a discount.,Negative
good,Positive
I didn't get the exact product that is shown in picture. But the one I got works good as well.,Positive
good quality 😊,Positive
good kwality im love it ❤️,Positive
Excellent cotrise pant with warm polar attached to it from inside. Very happy with the product.,Positive
Dami xa saman j hos socheko jatikoma,Positive
Delay in delivery and sent different color.,Negative
Good,Positive
good,Positive
All things are good but didnot get my phone holder shown in the pic,Negative
defected,Negative
awesome. must buy,Positive
decent product,Positive
"is this refurbished or second hand? because it's obvious that it not a new cube because new cube don't come with so many scratches. I think this cube was used before and now they lubed it and packed it. It doesn't even feel new, it just turn like my very old cube but with magnets. I wanted to buy RS3M but I bought this because it was my first time buying from this seller. thankfully I didn't ordered that. I had so many expectations from this seller. \nI will be keeping this cube because I don't want to go through all the process. I just want a apology from seller.\n2 stars for good unboxing experience and a free cube stand. \n",Negative
i ordered for small size and they have sent 4XL,Negative
"Damage piece, seat is damage, bell is missing and product seems to be different to that of picture in daraz.... not suggested to buy from this seller",Negative
excellent packaging;;without defects simply satisfied,Positive
Asked seller if item is same as shown in pics. seller confirmed. and sent me a different table. another seller that does not keep to their promise and does not check before shipping,Negative
awesome as compared to price,Positive
Awesome..  Well packed and love the product,Positive
"completely different color, not that great",Negative
"I was thinking to give 5 star but I gave 3 star for two reasons, first I didn't receive warranty card as it is mentioned on the description that it has one year warranty and second,  I ordered and paid for 3.2 liter  but the product I received where on the box it's written 2.5 liter and later it's changed with pen into 3.2 liter. the product is working well till now.",Positive
Daaami,Positive
i ordered for galaxy aA31 and i received for A51. button positions doesn't matche. cover fit vayo tara buttons milena. aba 220rs ko saman k garnu.,Negative
I was sent a CAT 5 cable instead of CAT 5E. The product name is misleading.,Negative
Delivered completely different item. Unsatisfied by service.,Negative
"Excellent trimmer. Solid build. It is heavy. Feels very good on hand. Type C charging port is very convenient. I clean shaved in just 2 minutes. The only inconvenience is the on/off button which is located at the base. Not reachable during operation. Shipping was very fast. Ordered on Thursday, received on Saturday. \nEdit:\nGuide comb is very weak. 6mm guide comb broke in just one use. In half hour run battery drained from 98 to 43%. I doubt 120 mins runtime. This trimmer is only good for beard. It is not for hair.",Positive
Color pink select gareko gray chahe aie pugyo blanket thikai lagyo,Positive
got safely,Positive
good product 👍,Positive
1st of all price aanu sar product expected nai cheap thiyo arko kura 100 ma paune earphone vanda ne cheap quality ko thiyo so dissapointed..\n\n2nd kura 2ta order ma yeuta ko buds xaina ani dubai ko mike chaldaina connect huda ne weard noise aauxa.\n\nNext time product check gare ra pahaune garnus plz..\n\nfrom my side dont buy this product its not wort any thing at all..,Negative
good,Positive
Beautiful Case 🤗❣️ek dam ramro lagyo .,Positive
A little bit good,Positive
I Am Shy.,Neutral
great tee !,Positive
babal cha up to this price range,Positive
Glue was showing on top. Box was in horrible condition. They might be selling copy version rather than original one.,Negative
Best🤭❤️,Positive
color options ni aafai dinu huncha ani specifically blue tick tarda ni pink pathaune ho ta?,Negative
I loved it 😍,Positive
color was different,Negative
it doest work,Negative
good,Positive
"I took 1 spoon of Gokharu powdrer in warm water twice a day. My UTI problem gone after taking gokharu 2 week only. Also it reduce the pain of kidney and period.  So Thanks for daraz providing gokharu powder first time in nepal . The price also very resonable and\nProduct is genuine and organic and shipping is also fast. I recomended to all who have UTI, Kidney infection, and prostate problem.\n",Positive
Good,Positive
Good quality,Positive
I love this shade nd it's smell is awesome.. this is useful for daily use,Positive
color chai same aayena but loved it,Positive
I got the wrong product. I ordered goat milk with blueberry but got goat milk with pumpkin. My furry loves the original combination which I ordered. \nUnsatisfied with the seller service but the product is good for your furry babies. \nThe seller must confirm themselves before packing for delivery. \n,Negative
HDMI kaam garena USB matra kaam garcha pot haru ne tight Cha,Negative
didn't get this one with my fabric shaver,Negative
good one,Positive
I hope this would help me....,Positive
Good product at reasonable price! but suitable  for light items only,Positive
according to price light and perfect,Positive
Great Product. Loved it. Great response from seller.\n,Positive
Finally ℹ decided to go with color black..\nVery good 👍🏻 quality .. lets see durability,Positive
dhukka vayera lida hunass with premium quality !! love itt ❤️,Positive
fake product...🤬🤬🤬🤬,Negative
Alright for the price.,Positive
"As we can choose the model of the phone, it would be better to put the option to choose the color also while ordering the product.",Neutral
Good one. Feels premium..,Positive
"i purchased 2gb ram, i got gb ram, it has same specs as described here, so overall good experience. i am satisfied with product and delivery",Positive
ekdam mann paryo...thikka dekhinxa....I have dusky skin ra dusky skin ma ni ramro dekhdo raixa...skin ma halka golden dekhinxa 😍😍thank you sooo much seller  😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,Positive
Halka thulo vako vaye ajhai ramro hunthyo milauna sajilo hunthyo.bt Nt bad ramro xa pic jastai same xa aba dhoye quality kasto xa thaha hunxa,Positive
How small this  container is? . Lets see if this works or not,Negative
I Can't even imagine that i have got this beautiful product on small amount,Positive
👍🏻👍🏻👍🏻 Great product for babies 👶🏻,Positive
Don't buy this shit!,Negative
13 inch was quite big for the mac m1. product is fine .,Neutral
"Awesome  ,",Positive
i ordered 2 set of red but they sent me pink n golden...🤬🤬🤬,Negative
45 cm khasai ramro na hola coz ali sano nai lagxa lagaudaa,Negative
5 days delay but dhilo aayo kada aayo! 😎\nI like the Nillkin Camshield Cover! 🤩\n\nAfter months of use: \nIt is quite durable and protects your phone but it gets dirty so easily. The camera slider loosens up too quickly! Got dent marks on the cover and scratched my phone on the side. I always have to open the case to clean the dust at least once a week. 🤦🏻,Positive
is this expired?,Neutral
Colour was different…not as per my order,Negative
Build quality was good👍\nfitting in ear was nice 👌\nBass was quit good but not that much I expected\nI love the battery backup of earbuds g\nThe connectivity of earbuds was also nice 👍\nOverall the product was good 👍\nIf you are base lover than this product is specially for u.Colour ni ekdum dammi lago malai.\nBut if you want battery backup than can go for this product. jasto saman socheko thiye tyo vanda far better paye. Thank you ultima.....,Positive
Damaged Item.,Negative
amazing book,Positive
Colour is not same that shown in the picture,Negative
Good product. Definitely recommendable,Positive
as expected 😊 everything is good . genuine product😊,Positive
it arrived so soon and product was in good condition can't wait to use it,Positive
"I didn't know there are two variants,\n1. Thin design without border & no buttons and\n2. another thick design with border and buttons\n\ni got the first one, so i am rating this on the basis of my experience and all the reviews from the given price point.\n\nDisplay: 5\nSound: 3\nBuild Quality: 4\nDelivery Time: 5\n\noverall good product, value for money.",Negative
"euta ko pic dekhayera arko Saman pathaune?k ho yesto?firta gardinchu,yesta jabo kasle laucha yo jhur cap?",Negative
fine,Positive
2 taa order gareko 1 Taa matrai aayo k garne koslai bhanne poisa gayo ki k ho ani colour ni arkai xa k ho k,Negative
Good product. It was delivered without any defects.,Positive
"for a mouse of rs 180 this has blown my mind. fits, clicks good and  even has rgb 😂 😂\n\nupdate : stopped working after 8 months of daily usage.",Negative
damm good. loved it!,Positive
Aru thik xa Tara Ali low quality xa as a price thik xa,Neutral
ekdam ramro cha quality nyano pani cha,Positive
All socks are in same color not same as shown in picture,Negative
always satisfied with your products. thank you so much for free samples and gift.,Positive
"Irritating sound after it gets paired, average sound quality\nOverrated to be honest.\nAlso, charger was missing in my package.",Negative
good product..satisfied..,Positive
Good 👍,Positive
good quality,Positive
Best bodywarmer in my opinion.\nQuality is great.\nThe price is reasonable compared to other products.,Positive
Got it damaged . The print isn’t great and some of the pages are damaged .,Negative
good built quality..,Positive
got it in good condition,Positive
Good response in chat. Nice product. Well packed and safe delivery...,Positive
as shown in the figure I loved this.,Positive
I got cheaper different one!! Please correct your service and stop looting customer doing online business!,Negative
"I ordered 2pcs 1was defective pcs during transportation, other is Okey.",Negative
dami xa hai product 🥰🥰 but shipping price dherai bho 😅😅,Positive
i really like a bag.. ekdamaii ramro xa ani quality pani ramro xa...,Positive
Good product,Positive
good one,Positive
comfortable,Positive
came just as picture,Positive
color is good but there is no platerbox. Set ma platerbox aaudaina vane 3 in 1 set vanera nalekhnu manxe jhukinxa maile plater box vayera magako natra 250 ma yo color merai Ghar Tira aauxa.,Neutral
"Flossing is v important, if you’re think of getting floss you def should get this one",Neutral
Decent product,Positive
black colour vanya thee blue aayo ani size pani sano vayoo i am not happy 🥺khassai ramro lagena quality,Negative
aba try garera result herna baki x,Neutral
Got recently produced ghee.Very happy with the purchase. Smells & tastes sooooo good.❤️❤️❤️,Positive
All six strings are of good quality,Positive
❤️❤️🇳🇵🇳🇵,Positive
best,Positive
Excellent. Exactly as shown and posted. Good quality stuff and reliable seller. Congratulations.,Positive
Better value for money than other smaller 75ml ones. Works quite well. I bought 2.,Positive
Faking dammm this product 💗.don’t think about this product  just buy,Negative
Excellent quality material,Positive
Adjustable ring satisfying product ❤️❤️❤️,Positive
got the package thank you,Positive
got a cute ear ring gift from seller. that's a very cute gesture.nice zip lock bags,Positive
I loved it 😍,Positive
\nnice and true to photo ....so cute,Positive
bad quality 1 barsha pani nachilikana dekhauna chadyo. mero data haru sabai gayo.,Negative
good quality,Positive
good,Positive
I need return 😞it's too small for my laptop,Negative
Fully satisfied [ It was delivered within 3 days and the product is as same as in the picture ] \ndon't know about others but you can fully trust [ Ramro Cha ] store ... Thanku Ramroc cha store ..👌👌,Positive
Good product.,Positive
best performance in budget.,Positive
exactly same as shown in picture tyo pani yesto affordable 🥹 I recommend you to buy jewelry from this store.,Positive
All of the Baker's Secret products from this vendor are topnotch. I would buy this again.,Positive
average quality...but thikaixa 300 ko ta ho,Positive
"Good one, recommended 👍",Positive
Duplicate shampoo please kasaile nakinnu,Negative
As expected! Thumbs up,Positive
i need more  pair shoe someone stolen shoe,Neutral
Company was different.,Negative
good,Positive
Good as expected.,Positive
Good quality,Positive
good,Positive
Daraz is going to cheating Clint we order one item sent me next it is really bad be careful shopping from Daraz,Negative
\nkeyboard is best at this price point..compact and feels premium... Quick delivery and nice packaging.,Positive
inside the box thing are missing,Negative
Exactly as advertised . So cute and classy. The bag too is really good,Positive
Everything was good about this product,Positive
✅,Positive
"Good one, got 3 extra mask as well",Positive
best,Positive
it doesn't filtered the water,Negative
exactly as shown. really good quality too.,Positive
Expectation vs Reality 😂\nProduct is different from the picture shown:(,Negative
I like it and one of the essential thing,Positive
cute product.....thank you,Positive
capacity was mentioned as 2.3 lt but we received of 2.0 litre...anyway thank lot for ur product on economy price,Positive
Good quality,Positive
I have ordered two items but just received only one. Where’s my another one?,Negative
Handy and useful product,Positive
Bad taste,Negative
🥰🥰,Positive
Ekdam waiyat product damaged and rusty waste of money.,Negative
Budget Anusar Mic Chahi Best Xa Hai ......\nsound Quality Best Lagyo,Positive
I loved it ❤️❤️,Positive
5 star according to price,Positive
Greatly satisfied with the delivery service and books also received in good condition.Must have been better if book marks were provided by the seller.,Positive
cute... thank you seller,Positive
fine!,Positive
Good😍,Positive
good photo ma dekako sabai xa tihkai xa,Positive
Good one.,Positive
"I received another stuff, I ordered badge of only flag but I received badge with khuruki and flag.",Negative
2 ta mqtrai deara zhan 2 ta maga ko 5x2 dincha bhanera saaf thagi. (it literally states 5 layers 6 pcs ) ang gives you 2 pcs. so sad Daraz,Negative
\nnice and true to photo ....so cute,Positive
delecious go for it no complains,Positive
expired product😑,Negative
got it well packed!!  saw positive review and bought it!! worth it's price!!  works well!!  I love it!!  will recommend it!!!,Positive
ekdam ramro lagyo ...review herera kineko...perfectly packed and delivered on time.,Positive
❤️ love this. Product is good ❤️.,Positive
As expected thank you...♥️,Positive
DIFFERENT COLOR DIFFRENT PRODUCT. IT IS BETTER NOT TO SEND WRONG PRODUCT THAN TO GET A BAD REVIEW.,Negative
beautiful and awesome yetti ko price ma yesto ramro paunu is fabulous love it kinda hunxa guys 🤗🤗,Positive
Great product would definitely recommend,Positive
good,Positive
fake product break vako xa,Negative
all very good,Positive
Everything is good about it but only thing you might not like is thread stiching design,Positive
good,Positive
Ekdamaii man paryoo,Positive
"I'm disappointed because I was expecting duvet cover and a bedsheet, just like in the picture but it's only one bedsheet and pillow cover.",Negative
"fake add.. k ho taal .. euta rakhera euta samman bech xaa.. i ordered usb port chirauna milnae as shown but it has adapter , i m so much disappointed.",Negative
Cute as the name says. Product chanhi soche vanda ramro aayo. Thanks ANX.,Positive
I like it is very good.. I loved it😍,Positive
Good quality same shown in the picture,Positive
ekdam cute product dekhako jastai same xa worth money,Positive
good,Positive
I received my order mesh router boosts the internet and the everything is fine.,Positive
I'd ordered red coloured radio but disappointed to find this black one. There is rate difference in red and black colour radio. Red has higher price. However quality seems good 👍.,Positive
don't by this product \nyo madhar chod store ko saman change garer dinxa,Negative
"Blue color ko order gareko thiye but red color ko aayo but kehi xaina , product better nai xa 👍🏻",Positive
Bedsheet is same as in photo & beautiful too.,Positive
Black order gareko blue ayo\n ramro ta thikai ho but aja 1st time daraz ko saman ma malai yesto saman paryo😔,Negative
i'm totally satisfied with this product❤️ tnk u daraz for fast delivery,Positive
Glad to receive such a jenuen product with excellent quality,Positive
Best one !,Positive
I'm soo satisfied with this product thank you Sarah👍👍👍,Positive
daami,Positive
Good and fast delivered,Positive
"got it today, product is satisfactory but the size is smaller than what is written in the website.",Positive
Aakdam ramro xa 🫣,Positive
How to set the latest date and time in the set. The set always displays the pre inserted phone number. How can i reset it.Hope for early reply.,Neutral
"good quality. liked it \n despite the seller size recommendation 'M'  for 5'4\"", 65 kgs, I went for small size and it fitted me well.",Positive
Dherai ramro product,Positive
Good product,Positive
👌,Positive
1) don't have trust rod .\n2) string are buzzing .\n\n,Negative
Good product,Positive
Fast Delivered ..And Well packaged..Thanks for the great service..Juas Nepal...Daraz Nepal..,Positive
"Good and cheap product, but best shoes for me. Thankn you Daraj.....",Positive
"a book to read, if you want to know about sherpa, it's history and culture. \nthank you",Positive
Ekdam low quality ko socks rahexa \n,Negative
"Fragance from that I used previously was different from what I got now and packaging is also different ... Doubt , is the product authentic?",Negative
good but very thin as per price,Neutral
got it well packed!!  saw positive review and bought it!! worth it's price!!  works well!!  I love it!!  will recommend it!!!,Positive
Bad quality and not attractive as shown in the picture. Sizes are also variable. Very light and no proper sewing. Fucking stupid stuff.,Negative
Ek dam ramro layo 3 set magaye ☺️🙏,Positive
dami,Positive
Earbuds are really nice with better battery backup \nlightweight and comfortable to use!!!!,Positive
👍🏻👍🏻👍🏻 Great product for babies 👶🏻,Positive
Excellent cute oceanic design but back of the earring is plastic which is so unsightly with silver splly as gifts. let us know before if that is how you send it coz other sellers send silver attachments . Very good store but a bit tricky selling style. Not impressive .,Positive
"Good value for money, hopefully it will last long time",Positive
I got with red colour cover but in the picture there is white colour shown...\nfake ta haina ni.....,Negative
Fully satisfied with the product. Delivery was very fast,Positive
Came with nice packaging . Its my first time with Dr Rashel so Hoping for the best result . Will be back after few weeks of use ❣️,Positive
Couldn't complain. The shoes are great and feels decently comfy.,Positive
"An okay... pasal ma leko Vaya ramrai quality authyo... Purano thotro stock vidayara swastha sanga khelbad garne online Lai kada karbahi garnai parxa, hamile ya Yo Daraaz ko consumer group le. vayana yasto",Negative
👍👍👍👍,Positive
bag is good and fits perfect for my laptop.\nbest thing was i didn't find blue coloured on the front page but seller i got call if i was interested in other color so i gotwhat i wished. \nsewing ni ramro xa but wished the price to be a lil bit cheaper. none the less if you love your laptop then go for it without a doubt,Neutral
Better than expected,Positive
adjust garda milo.price chai alik badi jasto lago but tvs raider 125 ma ramrai dekhi ko xa. very fast deliver and good response by seller. thanks seller,Positive
excellent bud,Positive
good quality and Worth the money ..,Positive
cards are very thin and low quality,Negative
Black order gareko blue ayo\n ramro ta thikai ho but aja 1st time daraz ko saman ma malai yesto saman paryo😔,Negative
✅✅✅,Positive
Good quality,Positive
I love It 💞 derai ramro lagyo \nJay Shree Bholebaba,Positive
Good product.. similar like a photo,Positive
delivered a wrong product,Negative
Cheap and best product 😊,Positive
"ekdam ramro cha, great quality katai pani scratch thiyena cover ma",Positive
Good one.,Positive
good products,Positive
Cracked handle,Negative
At this price the bag is more than decent. very happy with the purchase,Positive
hi I love the shoes but the size doesn't fit me so want to exchange is it possible?,Negative
gum ramro zaina baki ta jsto hunu parne tyestai xa,Negative
different colour,Negative
Good,Positive
"Awesome product  it ,\""thanks for this lovable gift it's good working no any conclusion just go for it 😃❤️",Positive
Best Serum for normal skin.,Positive
"Have never received such bad product. It’s nothing like what’s shown in the picture and description. The quality is 0/10, it’s full of scratches and dents and looks like it’s a used product. I don’t know how such low quality vendors are allowed to sell in daraz. Very very bad experience",Negative
Awesome awesome awesome really liked it so much thank you seller,Positive
"First  of all the dryer looked like its already  used scratches , spots \nAnd it’s  more worse while  using, in the very first  attempt  i got a burnt smell from inside  and dryer didn’t work after that😒 \nWhat should i do now with that  dryer?",Negative
"I’m happy with my purchase, if you are thinking to buy then buy it now",Positive
Got +2 size than order size.,Negative
bit tight,Negative
good product and there was an update in system too.Good performance and best value for money,Positive
good,Positive
I love this to pieces!!! This is the best thing I've bought since I started online shopping  absolute utility  world on my laptop as well as my mobile phone  and is extremely portable & and the touch pad works like a charm!,Positive
fits well. thank you for your response \n,Positive
"i bought size xl, received size L, quality not good,  unsatisfied",Negative
I had ordered 45 years size but got delivered baby size… I am not happy,Negative
got safely,Positive
honestly i don't like the product it's not like the same in picture,Negative
Different than order,Negative
❤️‍🔥❤️‍🔥🚀,Positive
"Fast delivery, nice packaging, paper quality is good.\nOverall happy with the service!",Positive
don't by this product \nyo madhar chod store ko saman change garer dinxa,Negative
A little bit good,Positive
55×25×40cm size vanera 39×11.5×26cm pathaunu  bhaxa,Negative
i have recommended black but this is good looking by saying others 😆 thank you,Positive
"as per price, the product is rough quality",Negative
👍👍👍👍👍👍,Positive
As marketed! The seller is trustworthy!!!,Positive
"At first, the mirror was cracked but when I messaged the seller about it, he instanly replied and delivered an exchange of this product. And the seller was humble too. Product is as shown in picture and bristle is also soft. Such a nice travel pack.",Positive
cheaper than local market,Positive
"Good product. In shortcut, I will give 7.5 number out of 10.",Positive
Good product.💗,Positive
babal xa,Positive
i really liked the shirt n quality of clothes....,Positive
Excellent very happy,Positive
Best shoe for daily use,Positive
"Got product in good condition, you can buy this product with closed eyes.",Positive
Great Product love it . thank you,Positive
"i purchased 2gb ram, i got gb ram, it has same specs as described here, so overall good experience. i am satisfied with product and delivery",Positive
Good product and was ok as shown in photo. The shopkeeper gave the goods to daraz in time.\n\nHowever daraz took more than 3 4 days to deliver the goods.\n\nGood shopkeeper but daraz company need to speedup the process !!!,Positive
good product ❣️❣️❣️,Positive
I just love it colours are so nice. I love it\n,Positive
"Got the product well packed, Thankyou.",Positive
Good for temporary use . But it can't hold any heavy clothes or else. But overall I like it,Positive
best shampoo and conditioner till now but its hard to get in stock....if you have hair fall problem go for it you will see the results within  a week,Positive
Good product. But the jacket chain had very bad material had to replace the chain only after single use.,Neutral
Fantastic Piece of Craftsmanship! Thank You !!,Positive
"I dont know what i was expecting for under rs.600\nSockets are not very strong with very thin metal\n\nFor price you pay you get so much stuff, even the a ratchet mechanism in the wrench",Negative
Good product. Fully satisfied.,Positive
Fully satisfied with the product. Delivery was very fast,Positive
best shampoo and conditioner till now but its hard to get in stock....if you have hair fall problem go for it you will see the results within  a week,Positive
"Excellent quality,and stretchable. Full value for money. Extremely satisfied!",Positive
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,Negative
"😍 loved it, quick delivery, good product & awesome customer service. Even gave a free duster and camlin marker . Defined ordering from them again",Positive
excellent,Positive
Argentina lover.\nthe winner 🏆 team\nreally proud of this.,Positive
Good product,Positive
cable is good 👍,Positive
good till now,Positive
I received wrong product. disappointed with your service,Negative
fabulous item as described 😊,Positive
It doesn’t come with a box.,Negative
cancel retan,Negative
5 ota aunu parne 6 ota ako raixa packing was nice 👍 \nyou can freely buy this product,Positive
good packaging decent quality,Positive
"I don't know if I got the wrong product but these socks quality is exactly like those 50rs ones which you can buy from any street vendor.\n\nThese socks are terribly thin, and will make your feet sweat within a few hours of wearing them.\nThey're not warm, smelly and sweaty.",Negative
"as described, quick delivery material looks weak but as per price its ok",Positive
I will return this,Negative
as expected,Positive
All of the Baker's Secret products from this vendor are topnotch. I would buy this again.,Positive
good quality really appreciate,Positive
I like this product 😊,Positive
Does the job,Positive
Alright for the price.,Positive
babal xa hai dhukka saga lida hunxa very nice... wow.. 5 star ....😍😍💕💕,Positive
good,Positive
💔😠😠🤬🤬🤬🤬🤬,Negative
😍 lovely,Positive
auta matra charger aio  yeto garnu bhaiena ne hajur  \narko ko pani charger pathaunu paro,Negative
I received item of different color then which actually was ordered,Negative
good,Positive
best as this price and shiny looking and sutiable for me,Positive
GOOD PRODUCT,Positive
color different 😢.size ni sano  Ani tight bho😢,Negative
Expected Much Great than other Food items Sellers. Fully Safety and Hygienic Packaging and Wrapping. Liked in every aspect. Next time we will order again.Thank you seller and daraz.,Positive
Completely different and got damaged products  .\nI will never purchase again\n,Negative
great,Positive
comfortable and best quality ❤️❤️❤️ loved it,Positive
"As I was using Venus over head pump for long time, decided to switch from sobo to Venus air pump, power of supply seems quite high. but switching from low to high mode is not that difference.",Negative
fast delivery ..thank you so much ..the product is so nice❤️❤️,Positive
"Emm What is this ???? \nCome on guys, I absolutely didn’t order this. My 3dogs are small and I genuinely know their preferences. I specifically chose the white treats for them and u guys are selling what ever u want, advertising a different thing. U guys could have at least chatted in Dm if you were to send a different products but no !!!! Seller’s dadakigiri i must say !!!The seller are totally wrong sending these kind of products and please don’t come up with an excuse that the wrong items got delivered. I specially order 18 pcs(2packet) in total, i can sense your intentions. Also, the smell is absolutely horrible. And about the return, thank you for wasting my time.",Negative
Expected Much Great than other Food items Sellers. Fully Safety and Hygienic Packaging and Wrapping. Liked in every aspect. Next time we will order again.Thank you seller and daraz.,Positive
got safely,Positive
great quality and fast delivery. highly recommended 😊,Positive
bad quality,Negative
Good for dust and crumbs. Caught a fly as well,Positive
Halka damaged raixa but overall ramro lageyo,Neutral
0% Germination.....very poor product....waste of time and effort,Negative
dekhako vanda xai alik thulei raixa size small face lai hudeina\notherwise the product is really good,Positive
beautiful 😍❤️,Positive
good,Positive
Completely satisfied.,Positive
As expected . 💯💯,Positive
exact product as shown in the picture thanx,Positive
Good for the price!,Positive
I got my order..full satisfied 😇but got different one,Positive
fast and prompt delivery... Always fan of baltra amazing....,Positive
I loved this product.,Positive
Delivered completely different item. Unsatisfied by service.,Negative
good,Positive
Dami 6 product ta ramro lagyo malaita,Positive
color was not the same as displayed in the picture,Negative
great quality and well build perfect for winter..,Positive
delivery on time.... premium quality,Positive
Good product and just yesterday I ordered and today I get it. But the temperature measuring is not accurate I think 🤔🤔.,Positive
fine,Positive
Ekdam ramro xa size ma dherai sano xa ki jasto lageko thyo tara maile expect gare jati size raixa price pani anta dherai mahango thiyo price anusar ko size vayena vanni review le garda doubt lagirako thyo tara pic ma dekhayejastai same xa ekdam man paryo 👍,Positive
Didn't expected it to be this good.Worth the price.,Negative
beyond expectation.,Positive
good quality,Positive
Good apron,Positive
good quality and I thank you for this beautiful card,Positive
Good to receive and let hope it'll work.,Positive
good fast delivery \n\n..,Positive
good,Positive
Great oil. Thank you,Positive
i really liked the shirt n quality of clothes....,Positive
good,Positive
amazing,Positive
I purchased this product for treating acne and pores on my face. I have not used Multani Mitti earlier and i am not familiar with the usage. This is the first time I am purchasing this product and wanted to apply as mask. I prepared a mask of this powder along Chandan powder & rose water. I have been using this pack for a week and have been very satisfied. It has reduced my pimple marks to great extent and made my skin smooth. The powder is finely grounded and is not scented. Applying it daily has helped brighten my skin and improve complexion. I liked the product and definitely recommend for treating skin issues.\nTotally in love with it.  I have noticed tremendous change in my otherwise acne prone skin. There is an evident glow in my skin everytime I use it.  \n\n,Negative
everything else was fine except the confusion in billing which was later cleared by the store.,Positive
good one.,Positive
Do you guys always sell used products ??? \nHave some respect for customer .,Negative
• authentic product ❤️\n• chat responsive seller❤️\n,Positive
good one tq for ur service,Positive
good same as picture 👍🏻,Positive
"According to Advertisement it looks similar but not same anyway but this also we need and liked, next time we will again order as shown in ad. Thank you seller and daraz",Positive
Good according to the price,Positive
Cute but small in size over all liked it,Positive
Good per price,Positive
bekar ko xa yo,Negative
Deliver another black color mouse not as shown in photo. Fake product don't fool the buyer. This is too bad. I hate daraz and seller fooling customer all the time,Negative
Good quality lf you want buy this product ❤️,Positive
Damn beautiful same a photo,Positive
I'm very dissapointed You've sent me the damaged bottle,Negative
Good Packaging,Positive
good product cheaper then other quality same,Positive
awesome,Positive
"don't get impressed with this pic ,you will receive totally different and cheap one",Negative
fully satisfied wroth buying,Positive
"Absolutely love it,the packaging is really good 👍🏾 Thank you.",Positive
3 hour suruma chalx ani 1 hrs chalx,Negative
good product ...should buy it,Positive
good product. you should buy it.,Positive
best 😊😊,Positive
Expected Much Great than other Food items Sellers. Fully Safety and Hygienic Packaging and Wrapping. Liked in every aspect. Next time we will order again.Thank you seller and daraz.,Positive
As shown...good quality...loved it,Positive
ekdam ramro lagyo thank you daraj,Positive
if anyone is thinking buying this kit dont ever,Negative
fully satisfied with the material.,Positive
fully scam,Negative
I like it 👍,Positive
Always prepare aiwibi diapers😊,Positive
3 hour suruma chalx ani 1 hrs chalx,Negative
Good,Positive
I like it. But its not like 3d,Positive
best product,Positive
fully satisfied,Positive
"I am very pleased with this hot air corn popper. It is smaller than I expected, but is very efficient  the total process is less than three minutes with 90%+ of the corn popped",Positive
"Best Forever , thanks daraz",Positive
"I sent a message regarding the color before i ordered this item, so that i wont get a different color beside black, but still u guys sent me a different color, i guess u dont give a shit about customers sentiments and satisfaction.",Negative
black colour vanya thee blue aayo ani size pani sano vayoo i am not happy 🥺khassai ramro lagena quality,Negative
2nd purchase i love it ❤️,Positive
Good,Positive
Ekdam Dami product lagyo malai thanks daraz🤝,Positive
i loved it✨️,Positive
as am i new to the korean products but i am surprised with the free gifts and sachets thank you and let u know later about its effect 🥰,Positive
"I always use Dhara Oil & im happy to buy Dhara Oil from Daraz because it gives many discount so, i suggest all of u to buy only dhara oil.",Positive
I am so happy because the product is so beautifu,Positive
Happy with product,Positive
GOOD ONE,Positive
I am a regular customer and am happy with purchase. Baklo ra ramro . Thank you guys. Will shop more.,Positive
👍,Positive
best service and quick.. thanks a lott,Positive
🤘👍👌👌👌🌟🌟🌟🌟🌟🌟🌟🌟🌟⭐⭐⭐⭐,Positive
Highly recommended if you are looking for a grinder that comes in a very low budget.,Positive
I had bought this capsule and i loved it 😙😙and delivery was also smooth,Positive
Fast delivery and nice product,Positive
In packet wrote MRP 175 but seller sell on Rs. 200.,Negative
"According to the price, it is very good, the packaging is good, it was delivered on time, thank you Daraz",Positive
"Full price ma vako vaye 4 star but since I got it at like fifty % discount, so 5 Star, bass average chha, build quality ekdum ramro xa, buttons are excellent",Positive
"Dosnt fit perfecty but gets the job done. Hard plastic, I wear it when using the angle grinder.",Negative
best product and very useful for my baby,Positive
\nThe quality is better than expected also sound quality is amazing. i would definately  recommend in this price range!,Positive
I got this item but seller mixed up order number with wrong item so transaction still need to hold up.,Negative
i got the package...thank you.,Positive
good Bt got different colour shade😭,Positive
Good.,Positive
good beads❣️,Positive
Amazing,Positive
i love himalayan product.,Positive
